NPartida,Time,Substituido,Substituto
183,Palmeiras - SP,Artur,Luis Guilherme
183,Palmeiras - SP,Rony,Endrick
183,Cruzeiro Saf - MG,Arthur Gomes,Bruno Rodrigues
183,Cruzeiro Saf - MG,Mateus,Filipe Machado
183,Cruzeiro Saf - MG,Marlon,Kaiki Bruno
183,Cruzeiro Saf - MG,William,Palacios
183,Cruzeiro Saf - MG,Rafael Papagaio,Gilberto
184,Corinthians - SP,Fabio Santos,Matheus Bidu
184,Corinthians - SP,Renato Augusto,Giuliano
184,Corinthians - SP,Yuri Alberto,Matias Rojas
184,Corinthians - SP,Fagner,Bruno Mendez
184,Corinthians - SP,Moscardo,Wesley
184,Coritiba S.a.f. - PR,Matheus,Liziero
184,Coritiba S.a.f. - PR,Robson,Ruan Lucas
184,Coritiba S.a.f. - PR,Fransergio,Lucas
184,Coritiba S.a.f. - PR,Sebastian Gomez,Andrey
184,Coritiba S.a.f. - PR,Diogo,Kaio Lima
185,Red Bull Bragantino - SP,Aderlan,Bruninho
185,Red Bull Bragantino - SP,Gustavinho,Andres Hurtado
185,Red Bull Bragantino - SP,Thiago Borbas,Alerrandro
185,Red Bull Bragantino - SP,Luan Candido,Matheus Gonçalves
185,Vasco da Gama S.a.f. - RJ,Medel,Capasso
185,Vasco da Gama S.a.f. - RJ,Marlon Gomes,Jair
185,Vasco da Gama S.a.f. - RJ,Orellano,Figueiredo
185,Vasco da Gama S.a.f. - RJ,Robson,Puma Rodriguez
185,Vasco da Gama S.a.f. - RJ,Lucas Piton,Matias Galarza
186,Atlético Mineiro - MG,Igor Gomes,Patrick
186,Atlético Mineiro - MG,Rodrigo Battaglia,Edenilson
186,Atlético Mineiro - MG,Otavio,Alan Franco
186,Atlético Mineiro - MG,Paulinho,Rever
186,Bahia - BA,Thaciano,Cittadini
186,Bahia - BA,Rafael Ratão,Jacare
186,Bahia - BA,Everaldo,Mingotti
186,Bahia - BA,Rezende,Yago Felipe
187,Grêmio - RS,Bitello,Luan
187,Grêmio - RS,Joao Pedro,Pepe
187,Grêmio - RS,Ronald,Besozzi
187,Grêmio - RS,Fabio,Joao Pedro
187,Grêmio - RS,Ferreira,G. Martins
187,Fluminense - RJ,Daniel,Leo Fernandez
187,Fluminense - RJ,Marcelo,Diogo Barbosa
187,Fluminense - RJ,PH GANSO,Yony Gonzalez
187,Fluminense - RJ,Marlon Santos,Martinelli
188,Athletico Paranaense - PR,Khellven,Madson
188,Athletico Paranaense - PR,Vitor Bueno,Cuello
188,Athletico Paranaense - PR,Vitor Roque,Pablo
188,Athletico Paranaense - PR,Erick,Hugo Moura
188,Athletico Paranaense - PR,VIDAL,Zapelli
188,Cuiabá Saf - MT,RIKELME,Uendel
188,Cuiabá Saf - MT,Allyson,Filipe Augusto
188,Cuiabá Saf - MT,Fernando,Lucas
188,Cuiabá Saf - MT,Pablo Ceppelini Gatto,Denilson
188,Cuiabá Saf - MT,Cafu,DERIK
189,Fortaleza - CE,Marinho,Yago
189,Fortaleza - CE,Thiago Galhardo,Silvio Romero
189,Fortaleza - CE,Pochettino,Pedro
189,Fortaleza - CE,Caio,Lucas
189,Fortaleza - CE,Machuca,Guilherme Augusto
189,Santos - SP,Julio Furch,Bruno Mezenga
189,Santos - SP,Rodrigo,Camacho
189,Santos - SP,Jean,Luan
189,Santos - SP,Joao,Weslley
189,Santos - SP,Lucas,Yeferson Soteldo
190,America Saf - MG,Rodrigo,Wellington Paulista
190,America Saf - MG,Breno Lemos,Pedrinho
190,America Saf - MG,Eder,Iago
190,America Saf - MG,Lucas,Everaldo
190,America Saf - MG,Emmanuel Martinez,Matheusinho
190,Goiás - GO,Allano,Vinicius
190,Goiás - GO,Anderson,Edu
190,Goiás - GO,Guilherme,Raphael Guzzo
190,Goiás - GO,Joao,Matheus Babi
190,Goiás - GO,Morelli,Higor
191,Fluminense - RJ,Lima,John Kennedy
191,Fluminense - RJ,Marcelo,Diogo Barbosa
191,Fluminense - RJ,Keno,Leo Fernandez
191,Fluminense - RJ,PH GANSO,Marlon Santos
191,Fluminense - RJ,Felipe Melo,Martinelli
191,America Saf - MG,Danilo,Marlon
191,America Saf - MG,Javier Mendez,Ale
191,America Saf - MG,Rodrigo Varanda,Everaldo
191,America Saf - MG,Felipe Azevedo,Pedrinho
191,America Saf - MG,Gonzalo Mastriani,MIKAEL
192,Vasco da Gama S.a.f. - RJ,Vegetti,Sebastian Ferreira
192,Vasco da Gama S.a.f. - RJ,Serginho,Rossi
192,Vasco da Gama S.a.f. - RJ,Robson,Gabriel Dias
192,Atlético Mineiro - MG,Paulinho,Alan Kardec
192,Atlético Mineiro - MG,Igor Gomes,Vargas
192,Atlético Mineiro - MG,Rodrigo Battaglia,Patrick
192,Atlético Mineiro - MG,Renzo Saravia,Pedrinho
193,São Paulo - SP,Luciano,Alexandre Pato
193,São Paulo - SP,Juan,Calleri
193,São Paulo - SP,Pablo,Luan Silva
193,São Paulo - SP,Gabriel Neves,RODRIGUINHO
193,São Paulo - SP,James Rodriguez,Lucas
193,Botafogo - RJ,Joao Victor,Junior
193,Botafogo - RJ,Luis Henrique,Matias Segovia
193,Botafogo - RJ,Di Placido,JP Galvão
193,Botafogo - RJ,Janderson,Diego Costa
193,Botafogo - RJ,Marcal,Hugo
194,Santos - SP,Joaquim,Tomás Rincón
194,Santos - SP,Lucas,Dodi
194,Santos - SP,Lucas Lima,Yeferson Soteldo
194,Santos - SP,Rodrigo,Nonato
194,Santos - SP,Marcos Leonardo,Julio Furch
194,Grêmio - RS,Pepe,Ronald
194,Grêmio - RS,Joao Pedro,Andre
194,Grêmio - RS,Fabio,Joao Pedro
194,Grêmio - RS,Carballo,G. Martins
194,Grêmio - RS,Cristaldo,Galdino
195,Goiás - GO,Willian Oliveira,Raphael Guzzo
195,Goiás - GO,Morelli,Vinicius
195,Goiás - GO,Allano,Vinicius
195,Goiás - GO,Guilherme,Julian
195,Goiás - GO,Anderson,Alesson
195,Athletico Paranaense - PR,Khellven,Madson
195,Athletico Paranaense - PR,VIDAL,Zapelli
195,Athletico Paranaense - PR,Cuello,Hugo Moura
195,Athletico Paranaense - PR,Vitor Roque,Pablo
196,Cruzeiro Saf - MG,Bruno Rodrigues,Nikao
196,Cruzeiro Saf - MG,Rafael Papagaio,Gilberto
196,Cruzeiro Saf - MG,Wesley Ribeiro Silva,Robert
196,Cruzeiro Saf - MG,Arthur Gomes,Filipe Machado
196,Corinthians - SP,Wesley,Mosquito
196,Corinthians - SP,Matias Rojas,Angel Romero
196,Corinthians - SP,Bruno Mendez,Léo Mana
196,Corinthians - SP,Felipe Augusto,Giovane Nascimento
196,Corinthians - SP,Guilherme Biro,RUAN
197,Internacional - RS,Matheus,WANDERSON
197,Internacional - RS,Vitão,Hugo Mallo
197,Internacional - RS,Carlos de Pena,Rene
197,Internacional - RS,Bruno,Alan Patrick
197,Internacional - RS,Mauricio,Aranguiz
197,Fortaleza - CE,Pochettino,Pedro
197,Fortaleza - CE,Marinho,Yago
197,Fortaleza - CE,Machuca,Guilherme Augusto
197,Fortaleza - CE,Thiago Galhardo,Lucero
198,Coritiba S.a.f. - PR,Sebastian Gomez,Kaio Lima
198,Coritiba S.a.f. - PR,Diogo Batista,Natanael Milouski
198,Coritiba S.a.f. - PR,Fransergio,Matheus
198,Coritiba S.a.f. - PR,Marcelino Moreno,Liziero
198,Coritiba S.a.f. - PR,Edu,Diogo
198,Flamengo - RJ,Erick Pulgar,Thiago Maia
198,Flamengo - RJ,Victor Hugo,Éverton Ribeiro
198,Flamengo - RJ,Bruno Henrique,Pedro
198,Flamengo - RJ,Filipe Luís,Ayrton Lucas
198,Flamengo - RJ,Gabriel Barbosa,Luiz
199,Bahia - BA,Ademir,Everaldo
199,Bahia - BA,Camilo Cándido,Matheus Bahia
199,Bahia - BA,Mingotti,Jacare
199,Bahia - BA,Rafael Ratão,Yago Felipe
199,Bahia - BA,Rezende,Acevedo
199,Red Bull Bragantino - SP,Aderlan,Andres Hurtado
199,Red Bull Bragantino - SP,Léo Ortiz,Lucas Rafael
199,Red Bull Bragantino - SP,Thiago Borbas,Alerrandro
199,Red Bull Bragantino - SP,Jadsom Silva,Matheus Gonçalves
199,Red Bull Bragantino - SP,Bruninho,Vitinho
200,Cuiabá Saf - MT,ALAN,Filipe Augusto
200,Cuiabá Saf - MT,Fernando,Lucas
200,Cuiabá Saf - MT,Cafu,DERIK
200,Cuiabá Saf - MT,Clayson,Wellington Silva
200,Cuiabá Saf - MT,Pablo Ceppelini Gatto,Denilson
200,Palmeiras - SP,Raphael Veiga,Jailson
200,Palmeiras - SP,Artur,Breno
200,Palmeiras - SP,Ze Rafael,Fabinho
200,Palmeiras - SP,Joaquin Piquerez,Mayke
200,Palmeiras - SP,Lopez,Rony
201,Flamengo - RJ,Luiz,Éverton Ribeiro
201,Flamengo - RJ,Bruno Henrique,Everton
201,Flamengo - RJ,Thiago Maia,Allan
201,Flamengo - RJ,De Arrascaeta,Victor Hugo
201,Flamengo - RJ,Gabriel Barbosa,Pedro
201,Internacional - RS,Mauricio,Rene
201,Internacional - RS,Hugo Mallo,Igor Gomes
201,Internacional - RS,Luiz Adriano,Valencia
201,Internacional - RS,Matheus,Aranguiz
201,Internacional - RS,Pedro,Alan Patrick
202,Botafogo - RJ,Diego Costa,Janderson
202,Botafogo - RJ,Gabriel,Danilo
202,Botafogo - RJ,JP Galvão,Mateo Ponte
202,Botafogo - RJ,Joao Victor,Luis Henrique
202,Botafogo - RJ,Matias Segovia,Diego Hernandez
202,Bahia - BA,Thaciano,Yago Felipe
202,Bahia - BA,Rafael Ratão,Biel
202,Bahia - BA,Mingotti,Jacare
202,Bahia - BA,Ademir,Everaldo
202,Bahia - BA,Cauly,Cittadini
203,Palmeiras - SP,Gabriel Menino,Luan Garcia
203,Palmeiras - SP,Richard Rios,Fabinho
203,Palmeiras - SP,Dudu,Breno
203,Palmeiras - SP,Rony,Lopez
203,Palmeiras - SP,Artur,Marcos Rocha
203,Vasco da Gama S.a.f. - RJ,Robson,Puma Rodriguez
203,Vasco da Gama S.a.f. - RJ,Praxedes,Sebastian Ferreira
203,Vasco da Gama S.a.f. - RJ,Serginho,Orellano
203,Vasco da Gama S.a.f. - RJ,Gabriel Pec,Alex Teixeira
204,Corinthians - SP,Wesley,Mosquito
204,Corinthians - SP,Giuliano,Renato Augusto
204,Corinthians - SP,Moscardo,Maycon
204,Corinthians - SP,Léo Mana,Bruno Mendez
204,Corinthians - SP,RUAN,Matias Rojas
204,Goiás - GO,Joao,Matheus Babi
204,Goiás - GO,Guilherme,Raphael Guzzo
204,Goiás - GO,Allano,Vinicius
205,Red Bull Bragantino - SP,Thiago Borbas,Alerrandro
205,Red Bull Bragantino - SP,Gustavinho,Talisson
205,Red Bull Bragantino - SP,Yani Quintero,Luan Candido
205,Red Bull Bragantino - SP,Helinho,Matheus Gonçalves
205,Red Bull Bragantino - SP,Sorriso,Vitinho
205,Cuiabá Saf - MT,Denilson,Lucas
205,Cuiabá Saf - MT,Matheus Alexandre,PITTA
205,Cuiabá Saf - MT,Fernando,Filipe Augusto
205,Cuiabá Saf - MT,Cafu,Emerson
205,Cuiabá Saf - MT,RIKELME,Ronald
206,Atlético Mineiro - MG,Otavio,Alan Franco
206,Atlético Mineiro - MG,Hulk,Alan Kardec
206,Atlético Mineiro - MG,Paulinho,Rubens
206,Atlético Mineiro - MG,Mariano,Renzo Saravia
206,Atlético Mineiro - MG,Pedrinho,Igor Gomes
206,Santos - SP,Tomás Rincón,Dodi
206,Santos - SP,Joao,Julio Furch
206,Santos - SP,Lucas Lima,Lucas
206,Santos - SP,Mendoza,Kevyson
206,Santos - SP,Jean,Weslley
207,Grêmio - RS,Geromel,R. Ely
207,Grêmio - RS,Carballo,Ferreira
207,Grêmio - RS,Cristaldo,Luan
207,Grêmio - RS,Joao Pedro,Bitello
207,Cruzeiro Saf - MG,Palacios,Paulo Vitor
207,Cruzeiro Saf - MG,Neris,Joao Marcelo
207,Cruzeiro Saf - MG,Mateus,Bruno Rodrigues
207,Cruzeiro Saf - MG,Matheus,Filipe Machado
207,Cruzeiro Saf - MG,Marlon,Kaiki Bruno
208,Athletico Paranaense - PR,Erick,Alex Santana
208,Athletico Paranaense - PR,Vitor Bueno,Ze Ivaldo
208,Athletico Paranaense - PR,VIDAL,Hugo Moura
208,Athletico Paranaense - PR,Vitor Roque,Pablo
208,Fluminense - RJ,Guga,Felipe Andrade
208,Fluminense - RJ,David Braz,João Neto
208,Fluminense - RJ,Thiago Santos,Alexsander
208,Fluminense - RJ,Daniel,Isaac
208,Fluminense - RJ,Leo Fernandez,Giovanni
209,Fortaleza - CE,Pochettino,Lucas Crispim
209,Fortaleza - CE,Guilherme Augusto,Silvio Romero
209,Fortaleza - CE,Lucero,Thiago Galhardo
209,Fortaleza - CE,Marinho,Yago
209,Fortaleza - CE,Pedro,Lucas
209,Coritiba S.a.f. - PR,Diogo,Lucas
209,Coritiba S.a.f. - PR,Gabriel,Luan Polli
209,Coritiba S.a.f. - PR,Natanael Milouski,Hayner
209,Coritiba S.a.f. - PR,Marcelino Moreno,MAURICIO
209,Coritiba S.a.f. - PR,Matheus,Fransergio
210,America Saf - MG,Rodrigo,Breno Lemos
210,America Saf - MG,Lucas,Daniel Borges
210,America Saf - MG,Marlon,Eder
210,America Saf - MG,Felipe Azevedo,Rodrigo Varanda
210,São Paulo - SP,Juan,Lucas
210,São Paulo - SP,João Moreira,Welington
210,São Paulo - SP,Luan Silva,Calleri
210,São Paulo - SP,James Rodriguez,Alexandre Pato
210,São Paulo - SP,Wellington Rato,Luciano
211,Fluminense - RJ,John Kennedy,Lelê
211,Fluminense - RJ,German Cano,Leo Fernandez
211,Fluminense - RJ,Felipe Melo,Martinelli
211,Fluminense - RJ,Alexsander,Daniel
211,Fluminense - RJ,Keno,Lima
211,Fortaleza - CE,Pochettino,Thiago Galhardo
211,Fortaleza - CE,Welison,Pedro
211,Fortaleza - CE,Yago,Machuca
211,Fortaleza - CE,Guilherme Augusto,Escobar
211,Fortaleza - CE,Lucero,Romarinho
212,Botafogo - RJ,Matias Segovia,Luis Henrique
212,Botafogo - RJ,Carlos,Janderson
212,Botafogo - RJ,Joao Victor,Junior
212,Botafogo - RJ,Gabriel,Tche Tche
212,Botafogo - RJ,Tiquinho,Diego Costa
212,Flamengo - RJ,Victor Hugo,Éverton Ribeiro
212,Flamengo - RJ,Gerson,David Luiz
212,Flamengo - RJ,Allan,Thiago Maia
212,Flamengo - RJ,Bruno Henrique,Everton
213,São Paulo - SP,Luan Silva,Alisson
213,São Paulo - SP,James Rodriguez,Lucas
213,São Paulo - SP,Luciano,Rodrigo Nestor
213,São Paulo - SP,Gabriel Neves,Pablo
213,São Paulo - SP,Juan,Calleri
213,Coritiba S.a.f. - PR,Hayner,Natanael Milouski
213,Coritiba S.a.f. - PR,Sebastian Gomez,Kaio Lima
213,Coritiba S.a.f. - PR,Slimani,Edu
213,Coritiba S.a.f. - PR,Robson,Diogo
213,Coritiba S.a.f. - PR,Samaris,Matheus
214,Corinthians - SP,Fabio Santos,Matheus Bidu
214,Corinthians - SP,Moscardo,Fausto
214,Corinthians - SP,Giuliano,RUAN
214,Corinthians - SP,Matias Rojas,Mosquito
214,Corinthians - SP,Wesley,Angel Romero
214,Palmeiras - SP,Joaquin Piquerez,Vanderlan
214,Palmeiras - SP,Artur,Jhon Jhon
214,Palmeiras - SP,Rony,Endrick
214,Palmeiras - SP,Marcos Rocha,Breno
214,Palmeiras - SP,Gabriel Menino,Richard Rios
215,Goiás - GO,Willian Oliveira,Raphael Guzzo
215,Goiás - GO,Anderson,Julian
215,Goiás - GO,Hugo,Alesson
215,Goiás - GO,Guilherme,Luis
215,Goiás - GO,Joao,Matheus Babi
215,Internacional - RS,Carlos de Pena,Mauricio
215,Internacional - RS,WANDERSON,Pedro
215,Internacional - RS,Alan Patrick,Lucca
215,Internacional - RS,Aranguiz,Bruno
215,Internacional - RS,Valencia,Luiz Adriano
216,Cruzeiro Saf - MG,Mateus,Filipe Machado
216,Cruzeiro Saf - MG,Arthur Gomes,Nikao
216,Cruzeiro Saf - MG,Lucas Silva,Ian
216,Cruzeiro Saf - MG,Rafael Papagaio,Wesley Ribeiro Silva
216,Red Bull Bragantino - SP,Evangelista,J. Capixaba
216,Red Bull Bragantino - SP,Vitinho,Sorriso
216,Red Bull Bragantino - SP,Jadsom Silva,Yani Quintero
216,Red Bull Bragantino - SP,Helinho,Matheus Gonçalves
216,Red Bull Bragantino - SP,Thiago Borbas,Alerrandro
217,Grêmio - RS,Pepe,G. Martins
217,Grêmio - RS,Carballo,Galdino
217,Grêmio - RS,Cristaldo,Luan
217,Grêmio - RS,Joao Pedro,Ferreira
217,Grêmio - RS,Suarez,Iturbe
217,Cuiabá Saf - MT,Denilson,Ronald
217,Cuiabá Saf - MT,Wellington Silva,Cafu
217,Cuiabá Saf - MT,Pablo Ceppelini Gatto,DERIK
217,Cuiabá Saf - MT,Lucas,Fernando
217,Cuiabá Saf - MT,RIKELME,Patric
218,Athletico Paranaense - PR,Romulo,Cuello
218,Athletico Paranaense - PR,Erick,Alex Santana
218,Athletico Paranaense - PR,VIDAL,Zapelli
218,Athletico Paranaense - PR,Vitor Bueno,Pablo
218,Atlético Mineiro - MG,Bruno Fuchs,Rever
218,Atlético Mineiro - MG,Pedrinho,Patrick
218,Atlético Mineiro - MG,Hulk,Alan Kardec
218,Atlético Mineiro - MG,Pavon,Renzo Saravia
218,Atlético Mineiro - MG,Mariano,Alisson Santana
219,Bahia - BA,Rafael Ratão,Luciano Juba
219,Bahia - BA,Rezende,Mugni
219,Bahia - BA,Cittadini,Biel
219,Bahia - BA,Ademir,Jacare
219,Vasco da Gama S.a.f. - RJ,Robson,Puma Rodriguez
219,Vasco da Gama S.a.f. - RJ,Serginho,Sebastian Ferreira
219,Vasco da Gama S.a.f. - RJ,Praxedes,Marlon Gomes
219,Vasco da Gama S.a.f. - RJ,Gabriel Pec,Payet
219,Vasco da Gama S.a.f. - RJ,Medel,Jair
220,America Saf - MG,Breno Lemos,Cazares
220,America Saf - MG,Rodrigo Varanda,Renato Kayzer
220,America Saf - MG,Felipe Azevedo,Javier Mendez
220,America Saf - MG,Mateus,Julio
220,Santos - SP,Mendoza,Weslley
220,Santos - SP,Rodrigo,Junior Caiçara
220,Santos - SP,Joaquim,Yeferson Soteldo
220,Santos - SP,Lucas Lima,Julio Furch
221,Flamengo - RJ,Victor Hugo,Éverton Ribeiro
221,Flamengo - RJ,David Luiz,Allan
221,Athletico Paranaense - PR,Madson,Bruno Peres
221,Athletico Paranaense - PR,Hugo Moura,Alex Santana
221,Athletico Paranaense - PR,Zapelli,Willian
221,Athletico Paranaense - PR,Cuello,Romulo
222,Vasco da Gama S.a.f. - RJ,Vegetti,Barros
222,Vasco da Gama S.a.f. - RJ,Praxedes,Mateus Carvalho
222,Vasco da Gama S.a.f. - RJ,Rossi,Gabriel Pec
222,Vasco da Gama S.a.f. - RJ,Marlon Gomes,Payet
222,Vasco da Gama S.a.f. - RJ,Léo,Zé Vitor
222,Fluminense - RJ,Marlon Santos,Martinelli
222,Fluminense - RJ,Alexsander,Daniel
222,Fluminense - RJ,Marcelo,Diogo Barbosa
222,Fluminense - RJ,Guga,Yony Gonzalez
222,Fluminense - RJ,Jhon Arias,Lima
223,Palmeiras - SP,Marcos Rocha,Kevin
223,Palmeiras - SP,Gabriel Menino,Richard Rios
223,Palmeiras - SP,Lopez,Raphael Veiga
223,Palmeiras - SP,Artur,Endrick
223,Palmeiras - SP,Ze Rafael,Breno
223,Goiás - GO,Anderson,Julian
223,Goiás - GO,Allano,Vinicius
223,Goiás - GO,Joao,Alesson
223,Goiás - GO,Bruno,Edu
224,Santos - SP,Marcos Leonardo,Morelos
224,Santos - SP,Mendoza,Lucas Lima
224,Santos - SP,Nonato,Tomás Rincón
224,Santos - SP,Junior Caiçara,Gabriel
224,Santos - SP,Jean,Julio Furch
224,Cruzeiro Saf - MG,Arthur Gomes,Filipe Machado
224,Cruzeiro Saf - MG,Gilberto,Bruno Rodrigues
224,Cruzeiro Saf - MG,Matheus,Ian
224,Cruzeiro Saf - MG,Mateus,Nikao
224,Cruzeiro Saf - MG,Wesley Ribeiro Silva,Stênio
225,Red Bull Bragantino - SP,Lucas Rafael,Luan Candido
225,Red Bull Bragantino - SP,Léo Ortiz,Luan Patrick
225,Red Bull Bragantino - SP,Jadsom Silva,Eric Ramires
225,Red Bull Bragantino - SP,Helinho,Talisson
225,Red Bull Bragantino - SP,Eduardo Sasha,Sorriso
225,Grêmio - RS,Carballo,Galdino
225,Grêmio - RS,Joao Pedro,Andre
225,Grêmio - RS,R. Ely,Bruno Alves
225,Grêmio - RS,Cristaldo,Ferreira
225,Grêmio - RS,Pepe,Iturbe
226,Atlético Mineiro - MG,Alan Kardec,Zaracho
226,Atlético Mineiro - MG,Pavon,Patrick
226,Atlético Mineiro - MG,Pedrinho,Rever
226,Botafogo - RJ,Lucas Perri,Gatito Fernandes
226,Botafogo - RJ,Joao Victor,Matias Segovia
226,Botafogo - RJ,Tiquinho,Diego Costa
226,Botafogo - RJ,Di Placido,Janderson
226,Botafogo - RJ,Junior,Luis Henrique
227,Internacional - RS,Bruno,Matheus
227,Internacional - RS,Mauricio,Igor Gomes
227,Internacional - RS,Gabriel,Romulo
227,Internacional - RS,Gabriel Mercado,Nicolas Hernandez
227,Internacional - RS,Alan Patrick,Gustavo
227,São Paulo - SP,Rafinha,Nathan
227,São Paulo - SP,Lucas,Michel Araujo
227,São Paulo - SP,Luciano,Rodrigo Nestor
227,São Paulo - SP,Caio Paulista,Patryck
227,São Paulo - SP,Calleri,Alexandre Pato
228,Coritiba S.a.f. - PR,Hayner,Natanael Milouski
228,Coritiba S.a.f. - PR,Bruno Gomes,Andrey
228,Coritiba S.a.f. - PR,Sebastian Gomez,Diogo
228,Coritiba S.a.f. - PR,Kaio Lima,Fransergio
228,Coritiba S.a.f. - PR,Samaris,Marcelino Moreno
228,Bahia - BA,Ademir,Jacare
228,Bahia - BA,Yago Felipe,Acevedo
228,Bahia - BA,Thaciano,Mugni
228,Bahia - BA,Rezende,Cittadini
228,Bahia - BA,Rafael Ratão,Biel
229,Fortaleza - CE,Guilherme Augusto,Machuca
229,Fortaleza - CE,Christian,Escobar
229,Fortaleza - CE,Pochettino,Thiago Galhardo
229,Fortaleza - CE,Lucero,Silvio Romero
229,Fortaleza - CE,Marinho,Yago
229,Corinthians - SP,Moscardo,Cantillo
229,Corinthians - SP,Léo Mana,Wesley
229,Corinthians - SP,Pedrinho,Mosquito
229,Corinthians - SP,Yuri Alberto,Angel Romero
229,Corinthians - SP,RUAN,Matheus Araujo
230,Cuiabá Saf - MT,Clayson,DERIK
230,Cuiabá Saf - MT,Filipe Augusto,Pablo Ceppelini Gatto
230,Cuiabá Saf - MT,Raniele,PITTA
230,Cuiabá Saf - MT,Wellington Silva,Cafu
230,Cuiabá Saf - MT,Fernando,Denilson
230,America Saf - MG,Breno Lemos,Rodrigo Varanda
230,America Saf - MG,Felipe Azevedo,Eder
230,America Saf - MG,Gonzalo Mastriani,Ale
230,America Saf - MG,Emmanuel Martinez,Cazares
230,America Saf - MG,Mateus,Daniel Borges
231,Fluminense - RJ,German Cano,Yony Gonzalez
231,Fluminense - RJ,Keno,Marlon Santos
231,Fluminense - RJ,Alexsander,Marcelo
231,Fluminense - RJ,Felipe Melo,Martinelli
231,Fluminense - RJ,Lima,Leo Fernandez
231,Cruzeiro Saf - MG,Nikao,Paulo Vitor
231,Cruzeiro Saf - MG,Mateus,Stênio
231,Cruzeiro Saf - MG,Wesley Ribeiro Silva,Arthur Gomes
231,Cruzeiro Saf - MG,Lucas Silva,Filipe Machado
231,Cruzeiro Saf - MG,Gilberto,Bruno Rodrigues
232,Vasco da Gama S.a.f. - RJ,Zé Gabriel,Jair
232,Vasco da Gama S.a.f. - RJ,Praxedes,Marlon Gomes
232,Vasco da Gama S.a.f. - RJ,Rossi,Orellano
232,Vasco da Gama S.a.f. - RJ,Payet,Gabriel Pec
232,Vasco da Gama S.a.f. - RJ,Vegetti,Sebastian Ferreira
232,Coritiba S.a.f. - PR,Robson,Jesé Rodriguez
232,Coritiba S.a.f. - PR,Samaris,Willian Farias
232,Coritiba S.a.f. - PR,Hayner,Natanael Milouski
232,Coritiba S.a.f. - PR,Fransergio,Andrey
232,Coritiba S.a.f. - PR,Jamerson,Victor
233,São Paulo - SP,Luan Silva,Alexandre Pato
233,São Paulo - SP,Luciano,David
233,São Paulo - SP,Michel Araujo,Pedrinho
233,São Paulo - SP,Juan,Talles Costa
233,São Paulo - SP,Gabriel Neves,RODRIGUINHO
233,Fortaleza - CE,Bruno Pacheco,Escobar
233,Fortaleza - CE,Lucero,Thiago Galhardo
233,Fortaleza - CE,Marinho,Yago
233,Fortaleza - CE,Pochettino,Pedro
233,Fortaleza - CE,Welison,Lucas
234,Corinthians - SP,Moscardo,Renato Augusto
234,Corinthians - SP,Matheus Bidu,Fabio Santos
234,Corinthians - SP,Lucas Verissimo,Fagner
234,Corinthians - SP,Pedrinho,Mosquito
234,Corinthians - SP,Wesley,Angel Romero
234,Botafogo - RJ,Joao Victor,Carlos Alberto
234,Botafogo - RJ,Di Placido,Junior
234,Botafogo - RJ,Luis Henrique,Diego Costa
234,Botafogo - RJ,Marlon Freitas,Gabriel
234,Botafogo - RJ,Tiquinho,Hugo
235,Goiás - GO,Matheus Babi,DENZEL
235,Goiás - GO,Allano,Vinicius
235,Goiás - GO,Anderson,Julian
235,Goiás - GO,Luis,Alesson
235,Goiás - GO,Guilherme,Vinicius
235,Flamengo - RJ,Gerson,Everton
235,Flamengo - RJ,Éverton Ribeiro,Igor Jesus
235,Flamengo - RJ,Victor Hugo,Pedrinho
236,Atlético Mineiro - MG,Pavon,Zaracho
236,Atlético Mineiro - MG,Paulinho,Rever
236,Atlético Mineiro - MG,Hulk,Alan Kardec
236,Atlético Mineiro - MG,Muricio Lemos,Jemerson
236,Atlético Mineiro - MG,Pedrinho,Edenilson
236,Cuiabá Saf - MT,Fernando,Lucas
236,Cuiabá Saf - MT,Uendel,RIKELME
236,Cuiabá Saf - MT,Denilson,Pablo Ceppelini Gatto
236,Cuiabá Saf - MT,Wellington Silva,DERIK
236,Cuiabá Saf - MT,Clayson,PABLO
237,Grêmio - RS,R. Ely,Uvini
237,Grêmio - RS,Cristaldo,Galdino
237,Grêmio - RS,Joao Pedro,Andre
237,Grêmio - RS,Suarez,Ronald
237,Grêmio - RS,Nathan,Ferreira
237,Palmeiras - SP,Endrick,Rony
237,Palmeiras - SP,Marcos Rocha,Kevin
237,Palmeiras - SP,Artur,Luis Guilherme
237,Palmeiras - SP,Ze Rafael,Breno
237,Palmeiras - SP,Gabriel Menino,Richard Rios
238,Athletico Paranaense - PR,Fernandinho,Alex Santana
238,Athletico Paranaense - PR,Vitor Roque,Pablo
238,Athletico Paranaense - PR,Zapelli,Cuello
238,Athletico Paranaense - PR,Madson,Bruno Peres
238,Internacional - RS,Dalbert,Rene
238,Internacional - RS,Lucca,Valencia
238,Internacional - RS,Matheus,WANDERSON
238,Internacional - RS,Luiz Adriano,Alan Patrick
238,Internacional - RS,Nicolas Hernandez,Gabriel Mercado
239,Bahia - BA,Yago Felipe,Mugni
239,Bahia - BA,Ademir,Luciano Juba
239,Bahia - BA,Rafael Ratão,Biel
239,Bahia - BA,Everaldo,Mingotti
239,Santos - SP,Lucas Lima,Nonato
239,Santos - SP,Marcos Leonardo,Julio Furch
239,Santos - SP,Kevyson,Junior Caiçara
239,Santos - SP,Yeferson Soteldo,Dodi
240,America Saf - MG,Mateus,Daniel Borges
240,America Saf - MG,Breno Lemos,Rodrigo Varanda
