NPartida,Clube,Apelido,Momento,Nome,Camisa,id
232,Vasco da Gama S.a.f. - RJ,Gabriel Pec,35' (2ºT),Gabriel Fortes Chaves,11.0,305.0
232,Vasco da Gama S.a.f. - RJ,Vegetti,5' (2ºT),Pablo Ezequiel Vegetti,0.0,798.0
232,Vasco da Gama S.a.f. - RJ,Vegetti,17' (2ºT),Pablo Ezequiel Vegetti,0.0,798.0
232,Coritiba S.a.f. - PR,Sebastian Gomez,34' (2ºT),Sebastian Gomez Londono,0.0,941.0
233,São Paulo - SP,James Rodriguez,33' (2ºT),James David Rodriguez Rubio,0.0,431.0
233,Fortaleza - CE,Lucero,7' (2ºT),Juan Martin Lucero,9.0,522.0
233,Fortaleza - CE,Welison,15' (1ºT),José Welison da Silva,17.0,518.0
234,Corinthians - SP,Gil,13' (2ºT),Carlos Gilberto do Nascimento Silva,4.0,132.0
236,Atlético Mineiro - MG,Paulinho,41' (1ºT),Paulo Henrique Sampaio Filho,10.0,813.0
237,Grêmio - RS,Joao Pedro,9' (1ºT),Joao Pedro Geraldino dos Santos Galvao,18.0,471.0
237,Grêmio - RS,Joao Pedro,9' (1ºT),Joao Pedro Maturano dos Santos,18.0,472.0
238,Athletico Paranaense - PR,Erick,23' (1ºT),Erick Luis Conrado Carvalho,26.0,228.0
238,Athletico Paranaense - PR,Alex Santana,44' (2ºT),Alex Paulo Menezes Santana,0.0,27.0
238,Internacional - RS,Carlos de Pena,35' (1ºT),Carlos Maria de Pena Bonino,14.0,133.0
239,Bahia - BA,Camilo Cándido,14' (2ºT),Camilo Damian Candido Aquino,0.0,123.0
239,Santos - SP,Marcos Leonardo,27' (2ºT),Marcos Leonardo Santos Almeida,9.0,689.0
239,Santos - SP,Julio Furch,45+4' (2ºT),Julio Cesar Furch,0.0,530.0
240,Red Bull Bragantino - SP,Jadsom Silva,35' (1ºT),Jadsom Meemyas de Oliveira da Silva,5.0,425.0
240,Red Bull Bragantino - SP,Evangelista,45+9' (2ºT),Lucas Evangelista Santana de Oliveira,8.0,619.0
241,Flamengo - RJ,Pedro,15' (2ºT),Pedro Guilherme Abreu dos Santos,9.0,824.0
242,Botafogo - RJ,Tiquinho,6' (2ºT),Francisco das Chagas Soares dos Santos,9.0,284.0
242,Goiás - GO,Halter,26' (1ºT),Lucas Halter,3.0,623.0
243,São Paulo - SP,Calleri,40' (1ºT),Jonathan Calleri,9.0,498.0
243,São Paulo - SP,Calleri,45+2' (1ºT),Jonathan Calleri,9.0,498.0
243,Corinthians - SP,Angel Romero,3' (1ºT),Angel Rodrigo Romero Villamayor,11.0,59.0
244,Santos - SP,Marcos Leonardo,14' (1ºT),Marcos Leonardo Santos Almeida,9.0,689.0
244,Santos - SP,Marcos Leonardo,45+2' (1ºT),Marcos Leonardo Santos Almeida,9.0,689.0
244,Santos - SP,Yeferson Soteldo,29' (2ºT),Yeferson Julio Soteldo Martinez,10.0,1064.0
244,Santos - SP,Tomás Rincón,45' (1ºT),Tomás Eduardo Rincón Hernández,0.0,975.0
244,Vasco da Gama S.a.f. - RJ,Vegetti,30' (1ºT),Pablo Ezequiel Vegetti,0.0,798.0
245,Red Bull Bragantino - SP,Eduardo Sasha,36' (2ºT),Eduardo Colcenti Antunes,19.0,206.0
245,Red Bull Bragantino - SP,Eric Ramires,44' (2ºT),Eric dos Santos Rodrigues,7.0,226.0
245,Palmeiras - SP,Endrick,15' (1ºT),Endrick Felipe Moreira de Sousa,9.0,223.0
246,Cruzeiro Saf - MG,Luciano Castan,20' (1ºT),Luciano Castan da Silva,4.0,641.0
246,America Saf - MG,Martin Benitez,28' (1ºT),Martin Nicolas Benitez,0.0,706.0
247,Atlético Mineiro - MG,Hulk,28' (2ºT),Givanildo Vieira de Sousa,7.0,335.0
247,Atlético Mineiro - MG,Igor Gomes,38' (2ºT),Igor Silveira Gomes,17.0,410.0
248,Coritiba S.a.f. - PR,Victor,13' (1ºT),Victor Luis Chuab Zamblauskas,0.0,989.0
248,Coritiba S.a.f. - PR,Slimani,45+3' (1ºT),Islam Slimani,0.0,417.0
249,Fortaleza - CE,Thiago Galhardo,43' (1ºT),Thiago Galhardo do Nascimento Rocha,91.0,963.0
249,Grêmio - RS,Suarez,34' (2ºT),Luis Alberto Suarez Diaz,9.0,645.0
250,Cuiabá Saf - MT,Clayson,11' (2ºT),Clayson Henrique da Silva Vieira,0.0,146.0
250,Cuiabá Saf - MT,ALAN,18' (2ºT),Alan Pereira Empereur,33.0,19.0
250,Cuiabá Saf - MT,Fernando,41' (2ºT),Fernando Pereira do Nascimento,88.0,281.0
251,Botafogo - RJ,Tiquinho,22' (1ºT),Francisco das Chagas Soares dos Santos,9.0,284.0
251,Botafogo - RJ,Junior,19' (1ºT),Jose Antonio dos Santos Junior,37.0,503.0
253,Palmeiras - SP,Ze Rafael,42' (1ºT),Jose Rafael Vivian,8.0,511.0
253,Santos - SP,Marcos Leonardo,24' (2ºT),Marcos Leonardo Santos Almeida,9.0,689.0
253,Santos - SP,Tomás Rincón,45+1' (1ºT),Tomás Eduardo Rincón Hernández,0.0,975.0
254,Corinthians - SP,Fabio Santos,34' (2ºT),Fabio Santos Romeu,6.0,251.0
254,Flamengo - RJ,Gerson,10' (2ºT),Gerson Santos da Silva,20.0,325.0
255,Goiás - GO,Matheus Babi,45+4' (1ºT),Matheus Barcelos da Silva,0.0,721.0
255,Goiás - GO,Joao,4' (2ºT),Joao Victo Magno de Souza Machado,0.0,479.0
255,Goiás - GO,Guilherme,27' (1ºT),Guilherme Costa Marques,60.0,343.0
255,Goiás - GO,Guilherme,45+1' (1ºT),Guilherme Costa Marques,60.0,343.0
255,Bahia - BA,Everaldo,14' (1ºT),Everaldo Stum,0.0,237.0
255,Bahia - BA,Everaldo,37' (1ºT),Everaldo Stum,0.0,237.0
255,Bahia - BA,Everaldo,7' (2ºT),Everaldo Stum,0.0,237.0
255,Bahia - BA,Biel,45+5' (2ºT),Gabriel Teixeira Aragao,0.0,317.0
255,Bahia - BA,Gilberto,17' (1ºT),Gilberto Moraes Junior,0.0,327.0
255,Bahia - BA,Rafael Ratão,11' (2ºT),Rafael Rogerio da Silva,0.0,855.0
256,Atlético Mineiro - MG,Hulk,12' (2ºT),Givanildo Vieira de Sousa,7.0,335.0
256,Coritiba S.a.f. - PR,Matheus,18' (2ºT),Matheus Henrique Bianqui,0.0,736.0
256,Coritiba S.a.f. - PR,Slimani,45' (2ºT),Islam Slimani,0.0,417.0
257,Internacional - RS,WANDERSON,3' (2ºT),Wanderson Maciel Sousa Campos,11.0,1032.0
257,Internacional - RS,Alan Patrick,23' (2ºT),Alan Patrick Lourenço,10.0,18.0
257,Internacional - RS,Valencia,6' (1ºT),Enner Remberto Valencia Lastra,0.0,224.0
257,Grêmio - RS,Joao Pedro,22' (2ºT),Joao Pedro Geraldino dos Santos Galvao,18.0,471.0
257,Grêmio - RS,Joao Pedro,22' (2ºT),Joao Pedro Maturano dos Santos,18.0,472.0
257,Grêmio - RS,Suarez,28' (2ºT),Luis Alberto Suarez Diaz,9.0,645.0
258,Athletico Paranaense - PR,Pablo,45+1' (1ºT),Pablo Felipe Teixeira,92.0,799.0
258,Red Bull Bragantino - SP,Eric Ramires,33' (1ºT),Eric dos Santos Rodrigues,7.0,226.0
259,Fortaleza - CE,Bruno Pacheco,22' (2ºT),Bruno de Jesus Pacheco,6.0,93.0
259,Fortaleza - CE,Lucero,30' (1ºT),Juan Martin Lucero,9.0,522.0
259,Fortaleza - CE,Machuca,10' (2ºT),Imanol Javier Machuca,0.0,412.0
259,America Saf - MG,Gonzalo Mastriani,17' (1ºT),Gonzalo Mathias Mastriani Borges,17.0,338.0
259,America Saf - MG,Gonzalo Mastriani,22' (1ºT),Gonzalo Mathias Mastriani Borges,17.0,338.0
261,Fluminense - RJ,Lima,21' (1ºT),Vinicius Moreira de Lima,45.0,1003.0
261,Fluminense - RJ,Lima,10' (2ºT),Vinicius Moreira de Lima,45.0,1003.0
261,Fluminense - RJ,Jhon Arias,37' (2ºT),Jhon Adolfo Arias Andrade,21.0,445.0
261,Corinthians - SP,Fabio Santos,31' (1ºT),Fabio Santos Romeu,6.0,251.0
261,Corinthians - SP,Yuri Alberto,9' (1ºT),Yuri Alberto Monteiro da Silva,9.0,1068.0
261,Corinthians - SP,Yuri Alberto,26' (1ºT),Yuri Alberto Monteiro da Silva,9.0,1068.0
262,Vasco da Gama S.a.f. - RJ,Payet,13' (2ºT),Dimitri Payet,0.0,188.0
263,Atlético Mineiro - MG,Hulk,2' (1ºT),Givanildo Vieira de Sousa,7.0,335.0
263,Atlético Mineiro - MG,Paulinho,30' (2ºT),Paulo Henrique Sampaio Filho,10.0,813.0
264,Red Bull Bragantino - SP,Eduardo Sasha,9' (1ºT),Eduardo Colcenti Antunes,19.0,206.0
264,Red Bull Bragantino - SP,Eduardo Sasha,28' (1ºT),Eduardo Colcenti Antunes,19.0,206.0
264,Red Bull Bragantino - SP,Léo Ortiz,39' (2ºT),Leonardo Rech Ortiz,0.0,583.0
264,Red Bull Bragantino - SP,Eric Ramires,2' (2ºT),Eric dos Santos Rodrigues,7.0,226.0
265,Goiás - GO,Hugo,9' (1ºT),Hugo Ferreira de Farias,66.0,390.0
265,Goiás - GO,Morelli,45+5' (1ºT),Everton Morelli Casimiro,40.0,242.0
266,Flamengo - RJ,Ayrton Lucas,38' (1ºT),Ayrton Lucas Dantas de Medeiros,6.0,75.0
266,Flamengo - RJ,Pedro,43' (1ºT),Pedro Guilherme Abreu dos Santos,9.0,824.0
267,Grêmio - RS,Besozzi,7' (1ºT),Lucas Agustin Besozzi,0.0,598.0
267,Athletico Paranaense - PR,Zapelli,37' (1ºT),Bruno Zapelli,0.0,110.0
267,Athletico Paranaense - PR,Kaique,45+3' (2ºT),Kaique Rocha Lima,0.0,536.0
268,Cuiabá Saf - MT,PITTA,36' (2ºT),Isidro Miguel Pitta Saldivar,9.0,416.0
268,Cuiabá Saf - MT,Deyverson,24' (1ºT),Deyverson Brum Silva,16.0,179.0
268,Cuiabá Saf - MT,Raniele,42' (2ºT),Raniele Almeida Melo,14.0,861.0
269,Bahia - BA,Biel,43' (1ºT),Gabriel Teixeira Aragao,0.0,317.0
270,America Saf - MG,Martin Benitez,38' (1ºT),Martin Nicolas Benitez,0.0,706.0
270,Botafogo - RJ,Junior,21' (1ºT),Jose Antonio dos Santos Junior,37.0,503.0
270,Botafogo - RJ,Junior,4' (2ºT),Jose Antonio dos Santos Junior,37.0,503.0
271,Flamengo - RJ,Gerson,30' (2ºT),Gerson Santos da Silva,20.0,325.0
272,Botafogo - RJ,Tiquinho,23' (1ºT),Francisco das Chagas Soares dos Santos,9.0,284.0
272,Athletico Paranaense - PR,Pablo,41' (1ºT),Pablo Felipe Teixeira,92.0,799.0
273,São Paulo - SP,Michel Araujo,20' (1ºT),Michel Daryl Araujo Villar,15.0,765.0
273,São Paulo - SP,Luciano,45+6' (2ºT),Luciano da Rocha Neves,10.0,642.0
273,São Paulo - SP,Pablo,23' (2ºT),Pablo Gonçalves Maia Fortunato,29.0,800.0
274,Corinthians - SP,Giuliano,45+8' (2ºT),Giuliano Victor de Paula,20.0,334.0
274,America Saf - MG,Martin Benitez,37' (1ºT),Martin Nicolas Benitez,0.0,706.0
275,Red Bull Bragantino - SP,Eduardo Sasha,16' (1ºT),Eduardo Colcenti Antunes,19.0,206.0
276,Atlético Mineiro - MG,Jemerson,42' (2ºT),Jemerson de Jesus Nascimento,34.0,441.0
277,Internacional - RS,Alan Patrick,13' (1ºT),Alan Patrick Lourenço,10.0,18.0
277,Internacional - RS,Luiz Adriano,29' (2ºT),Luiz Adriano Souza da Silva,9.0,660.0
277,Internacional - RS,BUSTOS,8' (2ºT),Fabricio Tomas Bustos Sein,0.0,256.0
277,Internacional - RS,WANDERSON,38' (1ºT),Wanderson Maciel Sousa Campos,11.0,1032.0
277,Internacional - RS,Valencia,27' (1ºT),Enner Remberto Valencia Lastra,0.0,224.0
277,Internacional - RS,Valencia,15' (2ºT),Enner Remberto Valencia Lastra,0.0,224.0
277,Santos - SP,Maximiliano,34' (2ºT),Maximiliano Joaquin Silvera Cabo,0.0,758.0
277,Santos - SP,Kevyson,1' (1ºT),Kevyson Costa E Silva,0.0,559.0
278,Palmeiras - SP,Joaquin Piquerez,45+3' (1ºT),Joaquin Piquerez Moreira,22.0,493.0
278,Palmeiras - SP,Gustavo Gomez,32' (1ºT),Gustavo Raul Gomez Portillo,15.0,366.0
279,Bahia - BA,Kanu,21' (1ºT),Victor Hugo Soares dos Santos,0.0,987.0
279,Bahia - BA,Rafael Ratão,45+6' (2ºT),Rafael Rogerio da Silva,0.0,855.0
280,Cuiabá Saf - MT,Clayson,1' (2ºT),Clayson Henrique da Silva Vieira,0.0,146.0
280,Goiás - GO,Guilherme,45+8' (1ºT),Guilherme Costa Marques,60.0,343.0
281,Fluminense - RJ,Jhon Arias,36' (1ºT),Jhon Adolfo Arias Andrade,21.0,445.0
281,Fluminense - RJ,Jhon Arias,1' (2ºT),Jhon Adolfo Arias Andrade,21.0,445.0
281,Fluminense - RJ,Keno,7' (2ºT),Marcos da Silva Franca,11.0,687.0
281,Fluminense - RJ,Keno,17' (2ºT),Marcos da Silva Franca,11.0,687.0
281,Fluminense - RJ,Felipe Melo,16' (1ºT),Felipe Melo de Carvalho,30.0,272.0
281,Goiás - GO,Julian,22' (2ºT),Julian Eduardo Palacios,10.0,526.0
281,Goiás - GO,Allano,4' (1ºT),Allano Brendon de Souza Lima,0.0,44.0
281,Goiás - GO,Matheus Babi,12' (1ºT),Matheus Barcelos da Silva,0.0,721.0
282,Vasco da Gama S.a.f. - RJ,Alex Teixeira,38' (2ºT),Alex Teixeira Santos,7.0,28.0
282,Internacional - RS,Valencia,13' (2ºT),Enner Remberto Valencia Lastra,0.0,224.0
282,Internacional - RS,Mauricio,19' (1ºT),Mauricio Magalhaes Prado,27.0,756.0
283,Palmeiras - SP,Marcos Rocha,39' (2ºT),Marcos Luis Rocha Aquino,2.0,690.0
283,Palmeiras - SP,Joaquin Piquerez,45+1' (1ºT),Joaquin Piquerez Moreira,22.0,493.0
283,Palmeiras - SP,Joaquin Piquerez,41' (2ºT),Joaquin Piquerez Moreira,22.0,493.0
283,Palmeiras - SP,Breno,16' (1ºT),Breno Henrique Vasconcelos Lopes,19.0,85.0
283,Palmeiras - SP,Breno,26' (1ºT),Breno Henrique Vasconcelos Lopes,19.0,85.0
284,Santos - SP,Marcos Leonardo,28' (2ºT),Marcos Leonardo Santos Almeida,9.0,689.0
284,Coritiba S.a.f. - PR,Matheus,3' (1ºT),Matheus Henrique Bianqui,0.0,736.0
284,Coritiba S.a.f. - PR,Robson,10' (1ºT),Robson dos Santos Fernandes,0.0,900.0
285,Red Bull Bragantino - SP,Talisson,38' (2ºT),Talisson de Almeida,21.0,950.0
285,Atlético Mineiro - MG,Hulk,35' (1ºT),Givanildo Vieira de Sousa,7.0,335.0
285,Atlético Mineiro - MG,Igor Gomes,35' (2ºT),Igor Silveira Gomes,17.0,410.0
286,Cruzeiro Saf - MG,Bruno Rodrigues,42' (2ºT),Bruno Rafael Rodrigues do Nascimento,9.0,106.0
286,Cruzeiro Saf - MG,Marlon,7' (2ºT),Marlon Rodrigues Xavier,3.0,702.0
286,Bahia - BA,Kanu,18' (1ºT),Victor Hugo Soares dos Santos,0.0,987.0
287,Grêmio - RS,Nathan,35' (2ºT),Nathan Allan de Souza,7.0,778.0
287,Grêmio - RS,Nathan,35' (2ºT),Nathan Ribeiro Fernandes,7.0,782.0
287,Grêmio - RS,Andre,40' (2ºT),Andre Henrique da Silva Martins,77.0,53.0
287,Grêmio - RS,Ferreira,30' (2ºT),Aldemir dos Santos Ferreira,0.0,21.0
287,Flamengo - RJ,Luiz,43' (2ºT),Luiz de Araujo Guimaraes Neto,0.0,661.0
287,Flamengo - RJ,Everton,41' (1ºT),Everton Sousa Soares,11.0,243.0
288,Athletico Paranaense - PR,Vitor Bueno,45+2' (1ºT),Vitor Frezarin Bueno,8.0,1016.0
288,Athletico Paranaense - PR,Pablo,44' (1ºT),Pablo Felipe Teixeira,92.0,799.0
288,Athletico Paranaense - PR,Erick,27' (1ºT),Erick Luis Conrado Carvalho,26.0,228.0
288,America Saf - MG,Emmanuel Martinez,33' (2ºT),Leandro Emmanuel Martinez,5.0,562.0
288,America Saf - MG,Gonzalo Mastriani,11' (1ºT),Gonzalo Mathias Mastriani Borges,17.0,338.0
290,Corinthians - SP,Angel Romero,33' (2ºT),Angel Rodrigo Romero Villamayor,11.0,59.0
